       x;        y;       s;         m
 961.000;   1100.0;     2.4;   5.342
 932.000;   1102.0;     2.4;   5.099
 903.000;   1104.0;     2.4;   5.821
 936.000;   1105.0;     2.4;   5.336
 913.000;   1106.0;     2.4;   5.479
 207.000;   1107.0;     2.4;   7.299
 609.000;   1108.0;     2.4;   5.245
 816.000;   1108.0;     2.4;   5.657
 210.000;   1109.0;     2.4;   9.154
 697.000;   1109.0;     2.4;   5.712
 772.000;   1109.0;     2.4;   5.442
 891.000;   1109.0;     2.4;   5.499
 908.000;   1109.0;     2.4;   6.096
 917.000;   1109.0;     2.4;   6.349
 754.000;   1110.0;     2.4;   5.607
 950.000;   1110.0;     2.4;   5.355
 866.000;   1112.0;     2.4;   5.510
 895.000;   1113.0;     2.4;   6.081
 899.000;   1116.0;     2.4;   6.366
 839.000;   1117.0;     2.4;   5.366
 863.000;   1117.0;     2.4;   5.743
 922.000;   1117.0;     2.4;   5.073
 207.000;   1118.0;     2.4;   7.440
 718.000;   1118.0;     2.4;   5.085
 754.000;   1118.0;     2.4;   5.657
 919.000;   1118.0;     2.4;   6.100
 942.000;   1118.0;     2.4;   5.442
 788.000;   1119.0;     2.4;   5.141
 892.000;   1119.0;     2.4;   6.359
 660.000;   1120.0;     2.4;   5.069
 866.000;   1120.0;     2.4;   6.814
 870.000;   1120.0;     2.4;   5.484
 883.000;   1120.0;     2.4;   5.482
 899.000;   1120.0;     2.4;   6.248
 721.000;   1121.0;     2.4;   6.164
 753.000;   1122.0;     2.4;   5.559
 985.000;   1122.0;     2.4;   7.134
 918.000;   1123.0;     2.4;   6.385
 773.000;   1124.0;     2.4;   5.556
 628.000;   1125.0;     2.4;   5.445
 207.000;   1126.0;     2.4;   8.411
 829.000;   1126.0;     2.4;   5.381
 922.000;   1126.0;     2.4;   6.533
 776.000;   1127.0;     2.4;   5.992
 797.000;   1127.0;     2.4;   5.512
 913.000;   1127.0;     2.4;   5.810
 632.000;   1128.0;     2.4;   5.401
 843.000;   1128.0;     2.4;   5.892
 933.000;   1128.0;     2.4;   6.095
 937.000;   1129.0;     2.4;   5.071
 863.000;   1130.0;     2.4;   5.049
 942.000;   1130.0;     2.4;   6.532
 892.000;   1131.0;     2.4;   6.568
 918.000;   1131.0;     2.4;   7.632
 737.000;   1132.0;     2.4;   5.683
 752.000;   1133.0;     2.4;   5.048
 850.000;   1134.0;     2.4;   5.287
 860.000;   1134.0;     2.4;   5.664
 867.000;   1135.0;     2.4;   8.496
 986.000;   1135.0;     2.4;   8.320
 207.000;   1136.0;     2.4;   8.027
 750.000;   1136.0;     2.4;   5.097
  97.000;   1137.0;     2.4;   5.145
 857.000;   1138.0;     2.4;   5.608
 863.000;   1138.0;     2.4;   5.557
 896.000;   1138.0;     2.4;   5.180
 210.000;   1139.0;     2.4;   9.146
 922.000;   1139.0;     2.4;   5.382
 763.000;   1141.0;     2.4;   5.353
 987.000;   1143.0;     2.4;   7.926
 206.000;   1148.0;     2.4;   6.785
 721.000;   1148.0;     2.4;   5.126
 987.000;   1151.0;     2.4;   7.369
 877.000;   1154.0;     2.4;   5.007
 206.000;   1155.0;     2.4;   8.411
 853.000;   1155.0;     2.4;   5.631
 817.000;   1156.0;     2.4;   6.375
 987.000;   1156.0;     2.4;   7.296
 780.000;   1158.0;     2.4;   5.082
 856.000;   1158.0;     2.4;   5.875
 210.000;   1161.0;     2.4;   8.795
 637.000;   1161.0;     2.4;   7.874
 643.000;   1161.0;     2.4;   7.857
 653.000;   1161.0;     2.4;   8.258
 660.000;   1161.0;     2.4;   6.999
 671.000;   1161.0;     2.4;   6.862
 677.000;   1161.0;     2.4;   7.647
 684.000;   1161.0;     2.4;   8.799
 694.000;   1161.0;     2.4;   8.294
 704.000;   1161.0;     2.4;   8.215
 710.000;   1161.0;     2.4;   8.432
 715.000;   1161.0;     2.4;   8.303
 720.000;   1161.0;     2.4;   7.931
 738.000;   1161.0;     2.4;   8.619
 453.000;   1162.0;     2.4;   6.332
 466.000;   1162.0;     2.4;   6.790
 471.000;   1162.0;     2.4;   5.884
 484.000;   1162.0;     2.4;   7.285
 492.000;   1162.0;     2.4;   7.219
 564.000;   1162.0;     2.4;   7.192
 620.000;   1162.0;     2.4;   7.768
 630.000;   1162.0;     2.4;   7.617
 733.000;   1162.0;     2.4;   6.511
 775.000;   1162.0;     2.4;   9.102
 783.000;   1162.0;     2.4;   8.583
 805.000;   1162.0;     2.4;   7.546
 403.000;   1163.0;     2.4;   6.241
 413.000;   1163.0;     2.4;   6.492
 419.000;   1163.0;     2.4;   6.488
 430.000;   1163.0;     2.4;   6.532
 532.000;   1163.0;     2.4;   6.311
 538.000;   1163.0;     2.4;   6.222
 558.000;   1163.0;     2.4;   6.924
 576.000;   1163.0;     2.4;   6.703
 582.000;   1163.0;     2.4;   7.436
 593.000;   1163.0;     2.4;   7.752
 823.000;   1163.0;     2.4;   7.639
 829.000;   1163.0;     2.4;   9.847
 838.000;   1163.0;     2.4;   9.416
 849.000;   1163.0;     2.4;   8.998
 855.000;   1163.0;     2.4;  10.294
 393.000;   1164.0;     2.4;   7.007
 681.000;   1164.0;     2.4;   7.247
 700.000;   1164.0;     2.4;   7.102
 897.000;   1164.0;     2.4;   8.519
 929.000;   1164.0;     2.4;   7.641
 934.000;   1164.0;     2.4;   6.149
 626.000;   1165.0;     2.4;   6.955
 635.000;   1165.0;     2.4;   6.904
 642.000;   1165.0;     2.4;   6.710
 651.000;   1165.0;     2.4;   6.608
 657.000;   1165.0;     2.4;   7.030
 663.000;   1165.0;     2.4;   6.574
 669.000;   1165.0;     2.4;   6.424
 729.000;   1165.0;     2.4;   6.890
 742.000;   1165.0;     2.4;   8.244
 750.000;   1165.0;     2.4;   7.314
 210.000;   1166.0;     2.4;   8.921
 315.000;   1166.0;     2.4;   6.621
 326.000;   1166.0;     2.4;   5.921
 332.000;   1166.0;     2.4;   6.930
 408.000;   1166.0;     2.4;   6.297
 434.000;   1166.0;     2.4;   5.996
 441.000;   1166.0;     2.4;   6.508
 523.000;   1166.0;     2.4;   7.257
 579.000;   1166.0;     2.4;   6.284
 765.000;   1166.0;     2.4;   7.334
 814.000;   1166.0;     2.4;   6.668
 820.000;   1166.0;     2.4;   6.491
 295.000;   1167.0;     2.4;   5.427
 301.000;   1167.0;     2.4;   6.272
 279.000;   1168.0;     2.4;   5.531
 284.000;   1168.0;     2.4;   6.276
 274.000;   1169.0;     2.4;   6.570
 319.000;   1169.0;     2.4;   6.751
 329.000;   1169.0;     2.4;   6.487
 336.000;   1169.0;     2.4;   7.050
 267.000;   1170.0;     2.4;   6.291
 304.000;   1170.0;     2.4;   6.020
 973.000;   1170.0;     2.4;   8.920
 979.000;   1171.0;     2.4;   7.449
 241.000;   1172.0;     2.4;   6.108
 251.000;   1172.0;     2.4;   6.327
 211.000;   1173.0;     2.4;  12.359
 217.000;   1174.0;     2.4;   6.865
 255.000;   1175.0;     2.4;   6.869
 233.000;   1176.0;     2.4;   6.005
 210.000;   1177.0;     2.4;   6.086
 227.000;   1177.0;     2.4;   5.328
 448.000;     23.0;     3.0;   5.252
 275.000;     55.0;     3.0;   5.478
 274.000;     75.0;     3.0;   5.475
 549.000;    123.0;     3.0;   5.050
 221.000;    128.0;     3.0;   5.041
 295.000;    128.0;     3.0;   5.128
 228.000;    142.0;     3.0;   5.495
 272.000;    175.0;     3.0;   5.009
 371.000;    188.0;     3.0;   5.130
 234.000;    195.0;     3.0;   5.042
 287.000;    195.0;     3.0;   5.074
 364.000;    198.0;     3.0;   5.360
 287.000;    208.0;     3.0;   5.501
 328.000;    311.0;     3.0;   5.905
 489.000;    326.0;     3.0;   6.606
 285.000;    342.0;     3.0;   5.258
 321.000;    385.0;     3.0;   5.122
 847.000;    390.0;     3.0;   6.384
 900.000;    390.0;     3.0;   6.973
 926.000;    391.0;     3.0;   7.181
 793.000;    392.0;     3.0;   7.472
 941.000;    392.0;     3.0;   7.939
 852.000;    394.0;     3.0;   8.382
 869.000;    394.0;     3.0;   7.578
 876.000;    394.0;     3.0;   7.589
 886.000;    394.0;     3.0;   8.266
 969.000;    394.0;     3.0;   8.653
 903.000;    395.0;     3.0;   7.642
 913.000;    395.0;     3.0;   8.187
 977.000;    395.0;     3.0;   8.221
 504.000;    396.0;     3.0;   7.709
 802.000;    396.0;     3.0;   7.874
 808.000;    396.0;     3.0;   7.929
 815.000;    396.0;     3.0;   7.700
 930.000;    396.0;     3.0;   8.600
 479.000;    397.0;     3.0;   6.250
 487.000;    397.0;     3.0;   6.373
 794.000;    397.0;     3.0;   8.411
 990.000;    397.0;     3.0;   7.831
 463.000;    398.0;     3.0;   7.170
 551.000;    398.0;     3.0;   6.139
 567.000;    399.0;     3.0;   6.827
 975.000;    400.0;     3.0;   8.816
 519.000;    401.0;     3.0;   7.631
 759.000;    401.0;     3.0;   8.449
 477.000;    402.0;     3.0;   8.088
 750.000;    402.0;     3.0;   7.699
 563.000;    403.0;     3.0;   7.107
 735.000;    405.0;     3.0;   7.966
 728.000;    406.0;     3.0;   8.302
 708.000;    407.0;     3.0;   7.793
 699.000;    410.0;     3.0;   6.921
 705.000;    413.0;     3.0;   8.804
 686.000;    415.0;     3.0;   8.158
1069.000;    416.0;     3.0;   8.654
 580.000;    419.0;     3.0;   7.518
 321.000;    420.0;     3.0;   6.474
 679.000;    423.0;     3.0;   8.402
1083.000;    423.0;     3.0;   8.275
1079.000;    426.0;     3.0;   8.886
 655.000;    428.0;     3.0;   7.390
1096.000;    431.0;     3.0;   8.370
 578.000;    433.0;     3.0;   7.266
 648.000;    437.0;     3.0;   9.581
 572.000;    439.0;     3.0;   8.727
 641.000;    440.0;     3.0;   8.284
 626.000;    443.0;     3.0;   6.808
 635.000;    444.0;     3.0;   8.834
 616.000;    448.0;     3.0;   6.737
 624.000;    449.0;     3.0;   9.218
 570.000;    454.0;     3.0;   7.508
 615.000;    454.0;     3.0;   8.644
 461.000;    458.0;     3.0;   8.870
 575.000;    460.0;     3.0;   6.503
 218.000;    467.0;     3.0;   5.990
 461.000;    468.0;     3.0;   9.203
 592.000;    471.0;     3.0;  14.871
 208.000;    472.0;     3.0;   5.960
 221.000;    472.0;     3.0;   7.970
 456.000;    472.0;     3.0;  13.588
 323.000;    473.0;     3.0;   5.729
 574.000;    473.0;     3.0;   7.305
1136.000;    476.0;     3.0;   9.345
 454.000;    478.0;     3.0;  15.042
 454.000;    488.0;     3.0;   8.968
 600.000;    488.0;     3.0;  10.584
 598.000;    493.0;     3.0;   7.686
 455.000;    494.0;     3.0;  11.081
 543.000;    494.0;     3.0;   5.531
 513.000;    498.0;     3.0;  11.649
 614.000;    500.0;     3.0;  11.110
 507.000;    501.0;     3.0;   6.991
 521.000;    502.0;     3.0;   7.205
 456.000;    503.0;     3.0;  10.786
 565.000;    504.0;     3.0;   5.827
 326.000;    506.0;     3.0;   6.106
1127.000;    509.0;     3.0;   7.034
 622.000;    511.0;     3.0;   9.687
 264.000;    512.0;     3.0;   5.705
 493.000;    514.0;     3.0;   5.498
 327.000;    515.0;     3.0;   6.955
 457.000;    516.0;     3.0;   9.390
 537.000;    517.0;     3.0;   5.460
 556.000;    517.0;     3.0;   5.033
1112.000;    518.0;     3.0;   7.201
 624.000;    521.0;     3.0;   7.172
 534.000;    522.0;     3.0;   5.388
 484.000;    524.0;     3.0;   6.803
1103.000;    524.0;     3.0;   7.030
1091.000;    525.0;     3.0;   6.558
 458.000;    527.0;     3.0;   9.547
 887.000;    531.0;     3.0;   6.136
 895.000;    531.0;     3.0;   5.773
 906.000;    531.0;     3.0;   5.987
 911.000;    531.0;     3.0;   5.632
 924.000;    531.0;     3.0;   6.724
 710.000;    532.0;     3.0;   5.222
 718.000;    532.0;     3.0;   5.412
 933.000;    532.0;     3.0;   6.436
 941.000;    532.0;     3.0;   6.656
 956.000;    532.0;     3.0;   5.899
 978.000;    532.0;     3.0;   5.816
 986.000;    532.0;     3.0;   5.659
 661.000;    533.0;     3.0;   5.851
1082.000;    533.0;     3.0;  10.152
 459.000;    534.0;     3.0;   9.038
 493.000;    534.0;     3.0;   5.591
1069.000;    537.0;     3.0;   5.454
 498.000;    538.0;     3.0;  17.429
 482.000;    540.0;     3.0;   6.201
1095.000;    540.0;     3.0;   7.123
 140.000;    541.0;     3.0;   7.647
 793.000;    542.0;     3.0;   5.868
 855.000;    542.0;     3.0;   5.332
 865.000;    542.0;     3.0;   5.151
 880.000;    542.0;     3.0;   5.465
 480.000;    543.0;     3.0;   6.262
 786.000;    543.0;     3.0;   5.616
 889.000;    543.0;     3.0;   5.378
 901.000;    543.0;     3.0;   5.076
 917.000;    543.0;     3.0;   5.541
 925.000;    543.0;     3.0;   6.043
 779.000;    544.0;     3.0;   5.910
 135.000;    545.0;     3.0;   7.528
 690.000;    545.0;     3.0;   6.468
 471.000;    546.0;     3.0;   5.543
 711.000;    546.0;     3.0;   5.484
 727.000;    547.0;     3.0;   5.948
 994.000;    547.0;     3.0;   5.192
 333.000;    548.0;     3.0;   7.259
 548.000;    550.0;     3.0;   5.004
  49.000;    554.0;     3.0;   9.743
 335.000;    557.0;     3.0;   7.049
 136.000;    559.0;     3.0;   7.441
 336.000;    561.0;     3.0;   7.122
 555.000;    566.0;     3.0;   5.005
1119.000;    566.0;     3.0;   7.939
 143.000;    573.0;     3.0;   5.884
1126.000;    575.0;     3.0;   7.802
 143.000;    578.0;     3.0;   6.699
 463.000;    578.0;     3.0;  10.537
1122.000;    578.0;     3.0;   8.662
 340.000;    579.0;     3.0;   6.578
  43.000;    580.0;     3.0;   5.265
 485.000;    582.0;     3.0;   7.108
 208.000;    583.0;     3.0;  15.112
 347.000;    584.0;     3.0;   8.151
1137.000;    585.0;     3.0;   7.592
 232.000;    586.0;     3.0;   5.266
 556.000;    586.0;     3.0;   5.329
 343.000;    587.0;     3.0;   6.749
 348.000;    588.0;     3.0;   8.256
1132.000;    588.0;     3.0;   8.416
 349.000;    591.0;     3.0;   8.430
 459.000;    591.0;     3.0;   8.217
 210.000;    594.0;     3.0;  13.643
 140.000;    597.0;     3.0;   6.539
 141.000;    603.0;     3.0;   7.097
 496.000;    605.0;     3.0;   5.941
 146.000;    606.0;     3.0;   8.317
 295.000;    606.0;     3.0;   6.910
 307.000;    608.0;     3.0;   5.138
 142.000;    610.0;     3.0;   7.076
 565.000;    610.0;     3.0;   7.134
 589.000;    610.0;     3.0;   6.795
 294.000;    612.0;     3.0;   6.841
 311.000;    613.0;     3.0;   5.429
 316.000;    614.0;     3.0;   5.196
 336.000;    614.0;     3.0;   5.858
 341.000;    614.0;     3.0;   5.918
 349.000;    614.0;     3.0;   5.906
 356.000;    614.0;     3.0;   8.823
 576.000;    615.0;     3.0;   6.060
 583.000;    615.0;     3.0;   7.091
 592.000;    615.0;     3.0;   6.618
 143.000;    620.0;     3.0;   7.271
1174.000;    621.0;     3.0;   5.955
1185.000;    621.0;     3.0;   6.159
 236.000;    622.0;     3.0;   6.946
 460.000;    623.0;     3.0;   8.630
 510.000;    626.0;     3.0;   6.778
1131.000;    629.0;     3.0;   6.875
 287.000;    632.0;     3.0;   5.619
 239.000;    635.0;     3.0;   8.833
 633.000;    635.0;     3.0;  14.666
1112.000;    635.0;     3.0;   8.532
 452.000;    636.0;     3.0;  14.537
 559.000;    636.0;     3.0;  14.464
 592.000;    636.0;     3.0;   8.367
 248.000;    639.0;     3.0;   9.526
1099.000;    641.0;     3.0;   7.438
1110.000;    641.0;     3.0;  10.999
 451.000;    642.0;     3.0;   7.543
 470.000;    643.0;     3.0;   5.814
 228.000;    644.0;     3.0;  12.584
1104.000;    644.0;     3.0;   9.110
 187.000;    645.0;     3.0;   6.978
 213.000;    645.0;     3.0;  10.722
 817.000;    646.0;     3.0;   9.081
 826.000;    646.0;     3.0;   9.607
 673.000;    648.0;     3.0;   9.510
 679.000;    648.0;     3.0;  10.344
 209.000;    650.0;     3.0;   6.670
 842.000;    650.0;     3.0;   9.685
 941.000;    651.0;     3.0;  16.059
 596.000;    652.0;     3.0;   8.600
 635.000;    652.0;     3.0;   8.086
 699.000;    652.0;     3.0;   8.727
 713.000;    652.0;     3.0;   9.816
 754.000;    652.0;     3.0;   9.170
 763.000;    652.0;     3.0;   9.992
 772.000;    652.0;     3.0;   9.788
 781.000;    652.0;     3.0;   9.009
 897.000;    652.0;     3.0;  15.205
 905.000;    652.0;     3.0;  15.658
 665.000;    653.0;     3.0;   8.504
 722.000;    653.0;     3.0;   8.570
 984.000;    654.0;     3.0;  16.748
 936.000;    656.0;     3.0;  10.491
 327.000;    657.0;     3.0;   8.150
 991.000;    659.0;     3.0;   9.991
1003.000;    659.0;     3.0;   9.676
 131.000;    664.0;     3.0;   5.042
 148.000;    664.0;     3.0;   5.026
 868.000;    667.0;     3.0;   6.899
1170.000;    667.0;     3.0;   5.303
 209.000;    675.0;     3.0;   5.578
 986.000;    693.0;     3.0;   6.521
 868.000;    695.0;     3.0;   6.827
 315.000;    698.0;     3.0;   5.423
 209.000;    705.0;     3.0;   5.689
 687.000;    705.0;     3.0;   5.171
 798.000;    708.0;     3.0;   5.101
 213.000;    714.0;     3.0;   7.347
 213.000;    723.0;     3.0;   7.866
 719.000;    725.0;     3.0;   5.815
 213.000;    731.0;     3.0;   8.178
 814.000;    740.0;     3.0;   5.249
 662.000;    741.0;     3.0;   5.398
 795.000;    744.0;     3.0;   5.758
 820.000;    745.0;     3.0;   5.321
1009.000;    745.0;     3.0;   7.222
1098.000;    745.0;     3.0;   6.922
1132.000;    745.0;     3.0;   6.827
1172.000;    746.0;     3.0;   6.957
 348.000;    749.0;     3.0;   5.196
 324.000;    750.0;     3.0;   6.079
 986.000;    750.0;     3.0;  10.865
1000.000;    750.0;     3.0;   6.383
1013.000;    750.0;     3.0;   6.603
1023.000;    750.0;     3.0;   6.513
1033.000;    750.0;     3.0;   6.867
1044.000;    750.0;     3.0;   6.376
1055.000;    750.0;     3.0;   6.552
1064.000;    750.0;     3.0;   6.461
1092.000;    750.0;     3.0;   6.580
1123.000;    750.0;     3.0;   6.270
1133.000;    750.0;     3.0;   6.659
1144.000;    750.0;     3.0;   6.547
1155.000;    750.0;     3.0;   6.906
1170.000;    750.0;     3.0;   6.415
1176.000;    750.0;     3.0;   6.717
 208.000;    751.0;     3.0;  10.105
 981.000;    754.0;     3.0;   7.909
 116.000;    758.0;     3.0;   6.164
 792.000;    764.0;     3.0;   5.336
 805.000;    764.0;     3.0;   6.199
 813.000;    764.0;     3.0;   5.152
 114.000;    765.0;     3.0;   5.852
 981.000;    765.0;     3.0;   7.895
 657.000;    766.0;     3.0;   5.008
 729.000;    766.0;     3.0;   6.134
 694.000;    768.0;     3.0;   5.336
 373.000;    769.0;     3.0;   5.222
 367.000;    773.0;     3.0;   5.077
 803.000;    773.0;     3.0;   5.020
 981.000;    774.0;     3.0;   7.940
 784.000;    777.0;     3.0;   5.483
 808.000;    777.0;     3.0;   5.876
 840.000;    777.0;     3.0;   7.087
 213.000;    778.0;     3.0;   7.696
 821.000;    778.0;     3.0;   5.197
 773.000;    782.0;     3.0;   5.027
 828.000;    782.0;     3.0;   5.544
 986.000;    783.0;     3.0;   7.693
 981.000;    787.0;     3.0;   7.840
 791.000;    789.0;     3.0;   5.267
 828.000;    790.0;     3.0;   5.375
 103.000;    792.0;     3.0;   6.616
 745.000;    792.0;     3.0;   5.810
 986.000;    792.0;     3.0;   8.155
  75.000;    799.0;     3.0;   5.230
 146.000;    800.0;     3.0;   5.303
 428.000;    800.0;     3.0;   5.346
 712.000;    802.0;     3.0;   5.209
 986.000;    803.0;     3.0;   7.755
 725.000;    806.0;     3.0;   5.280
 981.000;    807.0;     3.0;   8.058
 986.000;    812.0;     3.0;   8.202
  86.000;    814.0;     3.0;   5.410
 201.000;    814.0;     3.0;   7.408
 212.000;    814.0;     3.0;   8.975
 981.000;    816.0;     3.0;   8.523
 821.000;    817.0;     3.0;   5.554
 262.000;    820.0;     3.0;   5.283
 986.000;    820.0;     3.0;   7.783
 301.000;    826.0;     3.0;   5.053
 349.000;    827.0;     3.0;   5.136
 986.000;    828.0;     3.0;   7.933
 981.000;    833.0;     3.0;   8.515
 295.000;    834.0;     3.0;   7.008
 290.000;    838.0;     3.0;   5.267
 301.000;    838.0;     3.0;   5.178
 348.000;    841.0;     3.0;   5.522
 754.000;    842.0;     3.0;   5.196
 981.000;    842.0;     3.0;   8.462
 443.000;    845.0;     3.0;   5.591
 986.000;    848.0;     3.0;   7.739
 981.000;    849.0;     3.0;   8.453
 348.000;    851.0;     3.0;   5.771
 360.000;    851.0;     3.0;   5.797
 986.000;    853.0;     3.0;   7.839
 110.000;    856.0;     3.0;   6.012
 196.000;    856.0;     3.0;   5.346
 753.000;    862.0;     3.0;   5.045
 163.000;    863.0;     3.0;   6.181
 426.000;    863.0;     3.0;   5.620
 437.000;    863.0;     3.0;   5.287
 397.000;    866.0;     3.0;   5.222
 236.000;    867.0;     3.0;   5.246
 348.000;    867.0;     3.0;   5.596
 726.000;    868.0;     3.0;   5.005
 986.000;    868.0;     3.0;   7.635
  47.000;    869.0;     3.0;   5.082
 592.000;    869.0;     3.0;   5.093
 795.000;    870.0;     3.0;   5.242
 405.000;    873.0;     3.0;   7.228
 315.000;    875.0;     3.0;   9.599
 399.000;    878.0;     3.0;   6.000
 207.000;    880.0;     3.0;   7.697
 351.000;    883.0;     3.0;   5.361
 383.000;    883.0;     3.0;   6.209
 412.000;    884.0;     3.0;   5.628
 604.000;    886.0;     3.0;   5.442
  94.000;    890.0;     3.0;   5.144
 359.000;    890.0;     3.0;   5.554
 986.000;    890.0;     3.0;   7.333
 495.000;    891.0;     3.0;   5.897
 508.000;    891.0;     3.0;   6.507
 608.000;    891.0;     3.0;   5.196
 789.000;    892.0;     3.0;   5.242
 986.000;    894.0;     3.0;   7.265
  91.000;    897.0;     3.0;   5.004
 415.000;    897.0;     3.0;   5.056
 804.000;    897.0;     3.0;   5.094
 982.000;    898.0;     3.0;   7.760
 843.000;    899.0;     3.0;   5.754
 839.000;    906.0;     3.0;   5.129
 982.000;    906.0;     3.0;   7.688
 491.000;    910.0;     3.0;   5.981
   9.000;    911.0;     3.0;   5.830
  70.000;    911.0;     3.0;   5.146
 488.000;    920.0;     3.0;   5.689
 310.000;    922.0;     3.0;   7.316
 169.000;    925.0;     3.0;   5.142
 986.000;    925.0;     3.0;   8.062
 326.000;    927.0;     3.0;  10.085
 355.000;    927.0;     3.0;   7.499
 858.000;    927.0;     3.0;   6.036
 315.000;    928.0;     3.0;  17.490
 334.000;    928.0;     3.0;  10.533
 368.000;    928.0;     3.0;   6.229
 576.000;    928.0;     3.0;   7.655
 981.000;    928.0;     3.0;   8.497
 445.000;    929.0;     3.0;   6.645
 585.000;    929.0;     3.0;   7.880
 615.000;    929.0;     3.0;   8.000
 986.000;    932.0;     3.0;   7.181
  34.000;    933.0;     3.0;   5.861
 139.000;    933.0;     3.0;   5.143
 986.000;    938.0;     3.0;   7.808
  64.000;    939.0;     3.0;   5.092
 686.000;    939.0;     3.0;   6.350
 696.000;    940.0;     3.0;   5.875
 568.000;    945.0;     3.0;   5.906
 137.000;    946.0;     3.0;   5.022
 166.000;    946.0;     3.0;   5.164
 553.000;    946.0;     3.0;   6.523
 544.000;    947.0;     3.0;   6.641
 986.000;    947.0;     3.0;   7.626
 433.000;    949.0;     3.0;   5.449
  90.000;    952.0;     3.0;   6.980
 135.000;    953.0;     3.0;   5.053
 986.000;    953.0;     3.0;   7.295
 981.000;    955.0;     3.0;   8.741
  47.000;    960.0;     3.0;   5.152
 986.000;    973.0;     3.0;   7.088
  74.000;    974.0;     3.0;   5.480
 126.000;    974.0;     3.0;   5.452
 986.000;    981.0;     3.0;   8.193
 105.000;    982.0;     3.0;   5.194
 981.000;    994.0;     3.0;   9.039
  93.000;    997.0;     3.0;   5.093
 944.000;    997.0;     3.0;   5.002
 107.000;   1023.0;     3.0;   6.059
  82.000;   1024.0;     3.0;   5.430
  72.000;   1030.0;     3.0;   5.161
 985.000;   1030.0;     3.0;   7.795
 980.000;   1033.0;     3.0;   8.541
 985.000;   1039.0;     3.0;   7.339
 980.000;   1042.0;     3.0;   8.260
 878.000;   1047.0;     3.0;   5.139
 985.000;   1051.0;     3.0;   7.500
 205.000;   1054.0;     3.0;   7.837
 878.000;   1057.0;     3.0;   5.424
 985.000;   1059.0;     3.0;   7.606
 206.000;   1069.0;     3.0;   7.359
 985.000;   1069.0;     3.0;   7.450
 211.000;   1071.0;     3.0;   8.218
 980.000;   1074.0;     3.0;   8.349
 206.000;   1076.0;     3.0;   7.974
 985.000;   1078.0;     3.0;   7.138
 105.000;   1080.0;     3.0;   5.519
 210.000;   1080.0;     3.0;   8.986
 980.000;   1082.0;     3.0;   7.768
 985.000;   1085.0;     3.0;   7.556
  92.000;   1087.0;     3.0;   5.419
 985.000;   1092.0;     3.0;   7.736
 913.000;   1102.0;     3.0;   5.123
 985.000;   1102.0;     3.0;   7.770
 980.000;   1103.0;     3.0;   8.060
 908.000;   1109.0;     3.0;   5.991
 981.000;   1109.0;     3.0;   7.484
 206.000;   1112.0;     3.0;   7.922
 903.000;   1112.0;     3.0;   5.410
 913.000;   1114.0;     3.0;   5.448
 986.000;   1114.0;     3.0;   7.768
 211.000;   1116.0;     3.0;   9.202
 908.000;   1120.0;     3.0;   5.786
 918.000;   1123.0;     3.0;   6.346
 887.000;   1124.0;     3.0;   5.026
 913.000;   1127.0;     3.0;   6.078
 787.000;   1128.0;     3.0;   5.710
 792.000;   1128.0;     3.0;   5.323
 981.000;   1128.0;     3.0;   7.044
 852.000;   1134.0;     3.0;   5.269
 742.000;   1137.0;     3.0;   5.524
 210.000;   1144.0;     3.0;   8.882
 210.000;   1153.0;     3.0;   8.597
 983.000;   1156.0;     3.0;   7.344
 727.000;   1160.0;     3.0;   8.114
 205.000;   1161.0;     3.0;   8.082
 603.000;   1161.0;     3.0;   6.189
 611.000;   1161.0;     3.0;   6.771
 653.000;   1161.0;     3.0;   7.807
 757.000;   1161.0;     3.0;   7.682
 766.000;   1161.0;     3.0;   7.852
 798.000;   1161.0;     3.0;   6.424
 437.000;   1162.0;     3.0;   6.071
 447.000;   1162.0;     3.0;   6.284
 498.000;   1162.0;     3.0;   7.097
 508.000;   1162.0;     3.0;   6.771
 525.000;   1162.0;     3.0;   5.642
 548.000;   1162.0;     3.0;   7.023
 815.000;   1162.0;     3.0;   6.728
 866.000;   1162.0;     3.0;   8.425
 873.000;   1162.0;     3.0;   8.991
 890.000;   1163.0;     3.0;   8.995
 913.000;   1163.0;     3.0;   8.753
 921.000;   1163.0;     3.0;   9.129
 987.000;   1163.0;     3.0;   7.911
 339.000;   1165.0;     3.0;   6.402
 969.000;   1165.0;     3.0;   7.661
 290.000;   1167.0;     3.0;   5.748
 400.000;   1167.0;     3.0;   6.982
 417.000;   1167.0;     3.0;   6.468
 425.000;   1167.0;     3.0;   7.024
 506.000;   1167.0;     3.0;   7.361
 516.000;   1167.0;     3.0;   6.497
 557.000;   1167.0;     3.0;   7.216
 585.000;   1167.0;     3.0;   7.368
 596.000;   1167.0;     3.0;   7.557
 838.000;   1167.0;     3.0;   7.312
 845.000;   1167.0;     3.0;   7.734
 854.000;   1167.0;     3.0;   7.052
 858.000;   1167.0;     3.0;   7.542
 375.000;   1168.0;     3.0;   6.102
 383.000;   1168.0;     3.0;   5.918
 892.000;   1168.0;     3.0;   7.919
 257.000;   1170.0;     3.0;   5.575
 248.000;   1171.0;     3.0;   6.525
 211.000;   1173.0;     3.0;  12.340
 266.000;   1174.0;     3.0;   6.184
 386.000;    168.0;     3.4;   6.955
 340.000;    256.0;     3.4;   6.152
 886.000;    388.0;     3.4;   7.959
 808.000;    390.0;     3.4;   7.650
