       x;        y;       s;         m
 254.500;    778.5;     2.0;   5.463
 314.500;    778.5;     2.0;   6.860
 757.500;    778.5;     2.0;   5.794
 240.000;    779.0;     2.0;   5.420
 312.000;    779.5;     2.0;   7.468
 354.000;    779.5;     2.0;   5.127
 660.500;    779.5;     2.0;   5.156
 246.000;    780.0;     2.0;   5.637
 257.000;    780.0;     2.0;   5.628
 602.000;    780.5;     2.0;   5.147
 691.500;    780.5;     2.0;   5.190
 697.500;    780.5;     2.0;   5.468
 212.000;    781.0;     2.0;   9.058
 460.500;    781.0;     2.0;   5.299
 314.500;    781.5;     2.0;   6.209
 843.000;    781.5;     2.0;   5.558
 209.500;    782.0;     2.0;   8.268
 837.000;    782.0;     2.0;   5.486
 796.500;    782.5;     2.0;   6.020
 366.000;    783.0;     2.0;   5.705
 841.000;    784.0;     2.0;   6.316
 212.000;    784.5;     2.0;   9.764
 271.500;    784.5;     2.0;   5.603
 314.500;    784.5;     2.0;   5.318
 334.000;    784.5;     2.0;   5.664
 393.500;    784.5;     2.0;   5.402
 408.500;    784.5;     2.0;   5.426
 731.000;    784.5;     2.0;   5.253
 798.000;    785.0;     2.0;   6.342
 807.000;    785.0;     2.0;   5.325
 257.500;    785.5;     2.0;   5.200
 265.000;    785.5;     2.0;   5.407
 683.000;    786.0;     2.0;   5.155
 748.500;    786.0;     2.0;   5.914
 349.500;    786.5;     2.0;   5.929
 363.000;    786.5;     2.0;   6.006
 394.500;    787.5;     2.0;   5.954
 387.500;    788.0;     2.0;   5.338
 413.000;    788.0;     2.0;   5.539
 306.500;    788.5;     2.0;   6.329
 420.500;    788.5;     2.0;   5.350
 836.000;    788.5;     2.0;   6.561
 271.500;    789.0;     2.0;   5.325
 365.000;    789.0;     2.0;   5.822
 869.500;    789.0;     2.0;   6.322
 242.500;    789.5;     2.0;   5.690
 356.000;    789.5;     2.0;   5.375
 390.000;    789.5;     2.0;   5.121
 212.000;    790.5;     2.0;   9.361
 309.500;    790.5;     2.0;   5.572
 766.500;    790.5;     2.0;   6.008
 287.500;    791.0;     2.0;   6.038
 314.000;    791.0;     2.0;   6.190
 209.500;    791.5;     2.0;   8.108
 299.000;    791.5;     2.0;   5.607
 349.000;    791.5;     2.0;   7.070
 677.500;    791.5;     2.0;   5.521
 754.500;    791.5;     2.0;   5.549
 276.500;    792.0;     2.0;   5.332
 601.500;    793.0;     2.0;   5.372
 982.500;    793.0;     2.0;   6.944
 212.000;    793.5;     2.0;   9.399
 264.500;    793.5;     2.0;   5.696
 306.500;    793.5;     2.0;   6.079
 768.500;    793.5;     2.0;   6.672
 756.000;    794.0;     2.0;   6.289
 774.000;    794.0;     2.0;   5.562
 209.500;    794.5;     2.0;   8.245
 824.500;    795.0;     2.0;   5.105
 314.500;    795.5;     2.0;   6.136
 715.000;    795.5;     2.0;   5.061
 720.500;    796.0;     2.0;   5.739
 245.500;    796.5;     2.0;   5.195
 700.500;    796.5;     2.0;   5.681
 766.000;    796.5;     2.0;   5.249
 276.500;    797.0;     2.0;   5.435
 454.500;    797.0;     2.0;   5.203
 740.000;    797.0;     2.0;   7.212
 772.500;    797.0;     2.0;   5.292
 271.000;    797.5;     2.0;   5.196
 678.000;    797.5;     2.0;   6.032
 717.000;    797.5;     2.0;   5.620
 845.000;    797.5;     2.0;   5.159
 723.000;    798.0;     2.0;   5.227
 734.500;    798.0;     2.0;   5.345
 273.500;    799.0;     2.0;   5.149
 296.500;    799.0;     2.0;   5.836
 387.500;    799.0;     2.0;   5.474
 805.500;    799.0;     2.0;   6.806
 360.000;    799.5;     2.0;   5.916
 281.000;    800.5;     2.0;   5.919
 287.500;    800.5;     2.0;   6.474
 299.000;    800.5;     2.0;   5.550
 746.500;    800.5;     2.0;   5.509
 768.500;    800.5;     2.0;   5.318
 276.000;    801.0;     2.0;   6.192
 293.500;    801.0;     2.0;   6.201
 346.500;    801.0;     2.0;   6.157
 870.000;    801.0;     2.0;   5.058
 983.000;    801.0;     2.0;   6.672
 424.000;    801.5;     2.0;   5.092
 211.500;    803.5;     2.0;   9.014
 305.000;    803.5;     2.0;   5.578
 789.000;    804.0;     2.0;   6.139
 492.000;    804.5;     2.0;   5.116
 842.000;    804.5;     2.0;   5.373
 209.000;    805.0;     2.0;   6.854
 791.500;    805.5;     2.0;   5.513
 870.000;    805.5;     2.0;   5.940
 446.000;    806.0;     2.0;   5.202
 774.000;    806.0;     2.0;   5.512
 733.500;    806.5;     2.0;   5.082
 211.500;    807.0;     2.0;   8.558
 263.500;    807.0;     2.0;   5.406
 857.500;    807.0;     2.0;   5.121
 278.500;    807.5;     2.0;   5.191
 266.500;    808.0;     2.0;   5.114
 768.000;    808.0;     2.0;   5.820
 276.000;    808.5;     2.0;   5.758
 287.000;    808.5;     2.0;   5.803
 680.500;    808.5;     2.0;   5.299
 785.500;    808.5;     2.0;   5.688
 281.000;    809.0;     2.0;   6.563
 293.500;    809.0;     2.0;   6.313
 795.000;    809.0;     2.0;   5.009
 310.000;    809.5;     2.0;   8.414
 517.500;    809.5;     2.0;   5.124
 443.000;    810.0;     2.0;   5.426
 771.000;    810.0;     2.0;   5.863
 208.500;    810.5;     2.0;   8.761
 457.000;    810.5;     2.0;   5.956
 561.000;    810.5;     2.0;   5.513
 302.500;    811.0;     2.0;   5.191
 799.500;    811.0;     2.0;   5.148
 837.000;    811.0;     2.0;   5.463
 309.500;    811.5;     2.0;   7.836
 336.000;    811.5;     2.0;   5.193
 300.000;    812.0;     2.0;   8.794
 312.500;    812.0;     2.0;   5.796
 346.000;    812.0;     2.0;   6.435
 446.000;    812.0;     2.0;   5.217
 774.000;    812.0;     2.0;   5.111
 780.500;    812.0;     2.0;   5.341
 362.000;    813.0;     2.0;   5.044
 460.000;    813.0;     2.0;   5.831
 489.000;    813.0;     2.0;   5.034
 707.500;    813.0;     2.0;   5.008
 500.000;    813.5;     2.0;   5.081
 768.000;    814.0;     2.0;   5.955
 808.500;    814.0;     2.0;   5.189
 399.500;    814.5;     2.0;   5.023
 394.500;    815.0;     2.0;   5.457
 469.500;    815.0;     2.0;   5.100
 771.000;    815.0;     2.0;   5.509
 787.500;    815.0;     2.0;   5.469
 287.000;    816.0;     2.0;   5.808
 306.000;    816.0;     2.0;   5.362
 380.500;    816.0;     2.0;   5.450
 387.000;    816.0;     2.0;   5.699
 428.500;    816.0;     2.0;   5.363
 457.000;    816.5;     2.0;   5.396
 811.000;    816.5;     2.0;   5.788
 372.500;    817.0;     2.0;   6.299
 446.500;    817.0;     2.0;   5.100
 751.500;    817.0;     2.0;   5.360
 397.000;    817.5;     2.0;   5.344
 773.000;    817.5;     2.0;   5.069
 367.000;    818.0;     2.0;   5.741
 389.500;    818.0;     2.0;   6.004
 690.000;    818.0;     2.0;   5.075
 789.000;    818.0;     2.0;   5.383
 254.000;    818.5;     2.0;   5.151
 243.500;    819.0;     2.0;   5.720
 297.000;    819.5;     2.0;   6.206
 707.500;    819.5;     2.0;   5.409
 748.500;    819.5;     2.0;   5.486
 754.000;    819.5;     2.0;   5.541
 345.500;    820.0;     2.0;   5.086
 487.000;    820.0;     2.0;   5.667
 369.500;    820.5;     2.0;   6.336
 394.000;    821.0;     2.0;   7.043
 478.000;    821.0;     2.0;   5.149
 841.000;    821.5;     2.0;   5.532
 287.000;    822.0;     2.0;   5.498
 387.500;    822.0;     2.0;   6.073
 794.000;    822.0;     2.0;   5.096
 294.500;    822.5;     2.0;   7.447
 366.500;    822.5;     2.0;   5.855
 377.000;    822.5;     2.0;   5.367
 815.500;    822.5;     2.0;   5.265
 211.000;    823.0;     2.0;   9.725
 429.000;    823.0;     2.0;   5.752
 437.500;    823.5;     2.0;   5.266
 584.000;    824.0;     2.0;   5.360
 839.000;    824.0;     2.0;   7.163
 389.500;    824.5;     2.0;   5.033
 796.000;    824.5;     2.0;   5.277
 817.000;    825.0;     2.0;   5.879
 332.000;    825.5;     2.0;   6.023
 486.000;    826.0;     2.0;   5.072
 408.500;    827.0;     2.0;   6.980
 361.500;    827.5;     2.0;   6.090
 309.500;    828.0;     2.0;   7.931
 286.500;    828.5;     2.0;   6.143
 835.000;    828.5;     2.0;   5.887
 841.000;    828.5;     2.0;   5.824
 254.500;    829.5;     2.0;   5.802
 405.000;    829.5;     2.0;   5.675
 435.000;    829.5;     2.0;   5.920
 364.500;    830.0;     2.0;   5.775
 443.500;    830.0;     2.0;   5.746
 309.500;    830.5;     2.0;   7.297
 838.000;    830.5;     2.0;   6.820
 208.500;    831.5;     2.0;   7.116
 727.000;    832.0;     2.0;   6.134
 283.000;    832.5;     2.0;   6.386
 280.000;    833.0;     2.0;   7.531
 365.000;    833.0;     2.0;   5.195
 713.000;    833.0;     2.0;   5.108
 345.500;    833.5;     2.0;   7.000
 251.500;    834.5;     2.0;   5.073
 315.500;    834.5;     2.0;   5.519
 246.000;    835.0;     2.0;   5.069
 391.500;    835.0;     2.0;   5.113
 347.500;    835.5;     2.0;   6.756
 254.000;    836.5;     2.0;   5.438
 355.500;    836.5;     2.0;   5.365
 703.000;    836.5;     2.0;   5.012
 812.000;    836.5;     2.0;   5.289
 426.000;    837.0;     2.0;   5.874
 243.000;    837.5;     2.0;   5.058
 410.000;    837.5;     2.0;   5.540
 443.000;    837.5;     2.0;   6.131
 475.000;    837.5;     2.0;   5.137
 486.000;    837.5;     2.0;   5.585
 768.000;    837.5;     2.0;   5.137
 824.500;    837.5;     2.0;   5.401
 928.000;    837.5;     2.0;   5.049
 388.500;    838.0;     2.0;   6.710
 706.500;    838.5;     2.0;   6.283
 737.500;    838.5;     2.0;   5.595
 801.000;    838.5;     2.0;   5.692
 730.500;    839.0;     2.0;   5.340
 838.500;    839.0;     2.0;   5.851
 210.500;    839.5;     2.0;   9.260
 312.500;    839.5;     2.0;   6.167
 696.500;    840.0;     2.0;   5.211
 391.500;    840.5;     2.0;   7.415
 423.000;    840.5;     2.0;   6.518
 240.500;    841.0;     2.0;   5.300
 417.000;    841.0;     2.0;   5.422
 370.000;    841.5;     2.0;   5.701
 384.500;    841.5;     2.0;   5.961
 304.000;    842.0;     2.0;   5.981
 545.500;    842.0;     2.0;   5.362
 666.500;    842.0;     2.0;   5.120
 702.500;    842.0;     2.0;   5.106
 243.000;    842.5;     2.0;   5.492
 425.500;    842.5;     2.0;   5.515
 503.000;    842.5;     2.0;   5.289
 286.000;    843.0;     2.0;   6.235
 419.000;    843.0;     2.0;   5.050
 592.000;    843.5;     2.0;   5.366
 744.000;    843.5;     2.0;   5.317
 486.000;    844.0;     2.0;   5.641
 386.000;    844.5;     2.0;   6.552
 713.500;    844.5;     2.0;   5.686
 283.000;    845.0;     2.0;   6.401
 297.500;    845.0;     2.0;   6.951
 255.000;    845.5;     2.0;   5.220
 280.000;    845.5;     2.0;   6.971
 344.500;    845.5;     2.0;   5.022
 543.000;    845.5;     2.0;   5.044
 308.500;    846.0;     2.0;   5.774
 400.000;    846.0;     2.0;   5.648
 396.500;    846.5;     2.0;   6.840
 286.500;    847.0;     2.0;   6.568
 780.500;    847.0;     2.0;   5.372
 310.500;    847.5;     2.0;   7.120
 313.500;    847.5;     2.0;   9.352
 437.500;    847.5;     2.0;   5.394
 773.500;    847.5;     2.0;   5.717
 779.000;    847.5;     2.0;   5.222
 316.500;    848.0;     2.0;   9.670
 426.000;    848.0;     2.0;   5.123
 466.500;    848.0;     2.0;   5.042
 248.000;    848.5;     2.0;   5.299
 308.000;    848.5;     2.0;   6.095
 402.500;    848.5;     2.0;   6.560
 510.500;    849.0;     2.0;   5.184
 783.000;    849.0;     2.0;   5.203
 393.500;    849.5;     2.0;   6.946
 469.000;    850.0;     2.0;   6.290
 780.000;    850.0;     2.0;   5.151
 297.000;    850.5;     2.0;   7.094
 462.000;    850.5;     2.0;   6.140
 319.000;    851.0;     2.0;   5.130
 286.000;    851.5;     2.0;   5.271
 283.000;    852.0;     2.0;   6.097
 294.500;    852.0;     2.0;   5.008
 344.500;    852.0;     2.0;   5.078
 653.500;    852.5;     2.0;   5.876
 939.000;    852.5;     2.0;   5.243
 396.000;    853.0;     2.0;   6.110
 757.000;    853.0;     2.0;   6.047
 254.500;    854.0;     2.0;   5.352
 316.000;    854.0;     2.0;   6.459
 347.000;    854.0;     2.0;   6.444
 432.000;    854.0;     2.0;   6.791
 286.500;    854.5;     2.0;   5.606
 319.000;    854.5;     2.0;   6.569
 413.000;    854.5;     2.0;   5.291
 280.000;    855.0;     2.0;   6.556
 914.500;    855.0;     2.0;   5.470
 459.000;    855.5;     2.0;   5.256
 311.000;    856.0;     2.0;   7.525
 350.000;    856.0;     2.0;   5.934
 515.000;    856.0;     2.0;   5.451
 445.500;    856.5;     2.0;   5.410
 469.500;    856.5;     2.0;   5.522
 300.000;    857.0;     2.0;   5.264
 313.500;    857.0;     2.0;   7.319
 426.000;    857.0;     2.0;   5.358
 286.000;    857.5;     2.0;   6.500
 461.000;    857.5;     2.0;   5.700
 455.500;    858.0;     2.0;   5.152
 238.000;    858.5;     2.0;   5.747
 253.500;    858.5;     2.0;   5.095
 369.500;    858.5;     2.0;   5.125
 407.000;    858.5;     2.0;   5.629
 379.000;    859.0;     2.0;   6.170
 442.500;    859.0;     2.0;   5.844
 629.500;    859.0;     2.0;   5.067
 472.000;    859.5;     2.0;   5.408
 612.500;    859.5;     2.0;   5.155
 388.000;    860.0;     2.0;   5.969
 551.500;    860.0;     2.0;   5.270
 720.500;    860.0;     2.0;   5.535
 412.500;    860.5;     2.0;   5.486
 283.000;    861.5;     2.0;   5.384
 297.500;    861.5;     2.0;   6.271
 382.000;    861.5;     2.0;   5.288
 408.500;    861.5;     2.0;   5.520
 210.500;    862.0;     2.0;   9.560
 474.500;    862.0;     2.0;   6.078
 934.000;    862.0;     2.0;   5.066
 292.500;    862.5;     2.0;   6.402
 318.500;    862.5;     2.0;   6.658
 448.000;    862.5;     2.0;   5.112
 498.500;    862.5;     2.0;   5.142
 286.000;    863.0;     2.0;   6.489
 300.000;    863.0;     2.0;   5.178
 940.000;    863.0;     2.0;   5.082
 323.500;    863.5;     2.0;   5.339
 344.500;    863.5;     2.0;   5.712
 365.000;    863.5;     2.0;   5.431
 682.000;    863.5;     2.0;   5.368
 280.000;    864.0;     2.0;   7.266
 307.000;    864.0;     2.0;   8.140
 410.000;    864.0;     2.0;   5.849
 461.500;    864.0;     2.0;   5.193
 609.000;    864.0;     2.0;   5.183
 502.000;    864.5;     2.0;   5.483
 713.000;    864.5;     2.0;   5.841
 762.000;    864.5;     2.0;   5.505
 769.500;    864.5;     2.0;   5.297
 368.500;    865.0;     2.0;   7.908
 379.000;    865.0;     2.0;   6.054
 595.500;    865.0;     2.0;   5.201
 676.500;    865.0;     2.0;   5.718
 809.500;    865.0;     2.0;   5.027
 316.000;    865.5;     2.0;   8.091
 346.500;    866.0;     2.0;   5.499
 940.000;    866.0;     2.0;   5.039
 273.000;    866.5;     2.0;   5.710
 612.500;    866.5;     2.0;   5.983
 744.500;    866.5;     2.0;   5.308
 837.500;    866.5;     2.0;   6.852
 441.500;    867.0;     2.0;   5.555
 538.500;    867.0;     2.0;   5.965
 743.000;    867.0;     2.0;   5.293
 371.000;    867.5;     2.0;   5.721
 431.000;    868.0;     2.0;   6.322
 467.000;    868.0;     2.0;   5.096
 497.500;    868.0;     2.0;   5.914
 491.500;    868.5;     2.0;   5.674
 293.000;    869.0;     2.0;   5.933
 789.000;    869.0;     2.0;   5.686
 940.000;    869.0;     2.0;   5.392
 295.500;    869.5;     2.0;   6.302
 365.500;    869.5;     2.0;   6.782
 401.000;    870.0;     2.0;   6.282
 276.000;    870.5;     2.0;   5.285
 290.500;    870.5;     2.0;   5.499
 346.500;    870.5;     2.0;   5.143
 455.000;    870.5;     2.0;   5.808
 463.500;    870.5;     2.0;   6.163
 344.000;    871.0;     2.0;   5.529
 432.000;    871.0;     2.0;   5.875
 451.000;    871.0;     2.0;   6.126
 310.500;    871.5;     2.0;   7.829
 298.000;    872.0;     2.0;   5.442
 390.500;    872.0;     2.0;   5.209
 415.500;    872.0;     2.0;   5.542
 831.000;    872.0;     2.0;   5.006
 458.000;    873.5;     2.0;   6.231
 384.000;    874.0;     2.0;   5.437
 450.500;    874.0;     2.0;   5.959
 472.500;    874.0;     2.0;   5.323
 431.500;    874.5;     2.0;   6.193
 474.500;    875.5;     2.0;   6.151
 461.000;    876.0;     2.0;   5.071
 287.000;    876.5;     2.0;   5.036
 434.500;    876.5;     2.0;   5.707
 737.000;    876.5;     2.0;   5.074
 823.000;    877.0;     2.0;   5.179
 592.000;    877.5;     2.0;   5.699
 928.000;    877.5;     2.0;   5.688
 282.000;    878.0;     2.0;   5.514
 296.000;    878.0;     2.0;   5.145
 401.000;    878.0;     2.0;   6.101
 284.500;    879.0;     2.0;   5.509
 290.500;    879.0;     2.0;   5.470
 360.500;    879.0;     2.0;   5.778
 421.500;    879.0;     2.0;   6.007
 460.500;    879.0;     2.0;   5.175
 468.500;    879.0;     2.0;   5.812
 586.500;    879.0;     2.0;   5.011
 606.500;    879.0;     2.0;   5.437
 303.000;    879.5;     2.0;   5.452
 437.000;    879.5;     2.0;   5.588
 737.000;    879.5;     2.0;   5.349
 208.000;    880.0;     2.0;   8.188
 442.500;    880.0;     2.0;   5.170
 457.500;    880.0;     2.0;   5.519
 595.500;    880.0;     2.0;   6.172
 418.000;    880.5;     2.0;   7.050
 284.500;    881.0;     2.0;   5.153
 287.500;    881.0;     2.0;   6.544
 423.500;    881.0;     2.0;   7.810
 536.500;    881.5;     2.0;   6.328
 474.500;    882.0;     2.0;   5.147
 517.000;    882.0;     2.0;   5.305
 522.000;    882.0;     2.0;   5.777
 542.000;    882.0;     2.0;   5.480
 740.000;    882.0;     2.0;   5.291
 454.500;    883.5;     2.0;   6.676
 323.000;    884.0;     2.0;   5.042
 426.500;    884.0;     2.0;   6.158
 441.000;    884.0;     2.0;   6.108
 450.000;    884.0;     2.0;   5.066
 545.500;    884.5;     2.0;   6.088
 460.500;    885.0;     2.0;   5.423
 362.500;    885.5;     2.0;   5.250
 458.000;    885.5;     2.0;   7.409
 533.500;    885.5;     2.0;   5.385
 539.500;    885.5;     2.0;   5.515
 443.500;    886.0;     2.0;   7.260
 952.500;    886.0;     2.0;   5.423
 551.500;    886.5;     2.0;   6.036
 837.500;    886.5;     2.0;   5.914
 293.500;    887.0;     2.0;   5.233
 387.500;    887.0;     2.0;   6.427
 548.000;    887.0;     2.0;   5.277
 746.000;    887.0;     2.0;   5.027
 437.000;    887.5;     2.0;   6.151
 536.000;    888.0;     2.0;   5.917
 652.000;    888.0;     2.0;   5.074
 707.000;    888.0;     2.0;   5.236
 471.500;    888.5;     2.0;   5.958
 629.000;    888.5;     2.0;   5.017
 922.000;    888.5;     2.0;   5.640
 259.000;    889.0;     2.0;   5.249
 454.500;    889.0;     2.0;   6.405
 967.000;    889.5;     2.0;   5.128
 315.000;    890.0;     2.0;   7.739
 389.500;    890.0;     2.0;   6.425
 655.000;    890.0;     2.0;   5.606
 749.000;    890.0;     2.0;   5.563
 523.500;    890.5;     2.0;   5.724
 427.000;    891.5;     2.0;   6.421
 434.500;    891.5;     2.0;   5.897
 457.500;    891.5;     2.0;   5.893
 720.000;    891.5;     2.0;   5.176
 540.000;    892.0;     2.0;   5.477
 394.500;    892.5;     2.0;   6.217
 402.000;    892.5;     2.0;   6.747
 723.500;    893.0;     2.0;   5.367
 208.000;    893.5;     2.0;   6.843
 343.500;    893.5;     2.0;   6.954
 424.500;    893.5;     2.0;   6.022
 429.500;    893.5;     2.0;   6.054
 463.000;    893.5;     2.0;   5.064
 405.000;    894.0;     2.0;   6.545
 459.500;    894.0;     2.0;   6.018
 536.000;    894.0;     2.0;   5.691
 551.000;    894.0;     2.0;   5.657
 557.000;    894.0;     2.0;   5.455
 568.500;    894.0;     2.0;   5.006
 300.500;    894.5;     2.0;   6.380
 397.500;    894.5;     2.0;   6.060
 543.000;    894.5;     2.0;   5.534
 611.500;    894.5;     2.0;   5.525
 454.500;    895.0;     2.0;   5.476
 389.500;    895.5;     2.0;   5.466
 381.000;    896.0;     2.0;   5.477
 785.500;    896.0;     2.0;   5.272
 839.500;    896.0;     2.0;   5.193
 566.000;    896.5;     2.0;   5.353
 701.500;    896.5;     2.0;   5.742
 928.000;    896.5;     2.0;   5.707
 293.000;    897.0;     2.0;   6.478
 300.500;    897.0;     2.0;   6.359
 461.500;    897.0;     2.0;   6.420
 467.000;    897.0;     2.0;   5.311
 517.500;    897.0;     2.0;   5.364
 578.500;    897.0;     2.0;   5.799
 596.000;    897.0;     2.0;   5.647
 457.000;    897.5;     2.0;   5.991
 315.500;    898.5;     2.0;   6.517
 208.500;    899.0;     2.0;   7.482
 411.000;    899.0;     2.0;   6.512
 523.000;    899.0;     2.0;   5.905
 515.500;    899.5;     2.0;   6.287
 575.000;    899.5;     2.0;   5.876
 921.000;    899.5;     2.0;   5.196
 464.000;    900.0;     2.0;   6.608
 467.500;    900.0;     2.0;   5.273
 482.500;    900.0;     2.0;   6.122
 509.500;    900.0;     2.0;   6.470
 527.500;    900.0;     2.0;   5.618
 598.000;    900.0;     2.0;   5.060
 211.000;    900.5;     2.0;   8.793
 459.000;    900.5;     2.0;   6.946
 475.000;    900.5;     2.0;   5.479
 505.000;    900.5;     2.0;   8.433
 564.500;    900.5;     2.0;   5.364
 594.000;    900.5;     2.0;   5.588
 927.500;    901.0;     2.0;   5.468
 930.500;    901.5;     2.0;   5.120
 938.500;    901.5;     2.0;   5.010
 434.500;    902.0;     2.0;   5.449
 502.500;    902.5;     2.0;   5.198
 208.500;    903.0;     2.0;   7.712
 426.500;    903.0;     2.0;   5.392
 577.500;    903.5;     2.0;   5.201
 211.000;    904.0;     2.0;   9.483
 573.000;    904.0;     2.0;   5.255
 303.000;    904.5;     2.0;   5.426
 300.500;    906.0;     2.0;   6.688
 510.000;    906.0;     2.0;   5.043
 568.500;    906.5;     2.0;   5.470
 986.000;    906.5;     2.0;   6.557
 451.500;    907.0;     2.0;   5.553
 505.500;    907.0;     2.0;   5.163
 927.500;    908.5;     2.0;   5.897
 935.000;    908.5;     2.0;   5.401
 303.500;    909.0;     2.0;   5.499
 983.500;    909.0;     2.0;   7.848
 545.500;    909.5;     2.0;   5.135
 920.500;    909.5;     2.0;   6.368
 300.500;    910.5;     2.0;   5.887
 208.500;    911.5;     2.0;   8.105
 293.500;    912.0;     2.0;   5.297
 442.000;    912.0;     2.0;   5.970
 211.000;    912.5;     2.0;   8.977
 821.000;    912.5;     2.0;   5.138
 934.000;    912.5;     2.0;   5.808
 540.000;    914.0;     2.0;   5.805
 742.000;    915.0;     2.0;   5.674
 955.000;    915.0;     2.0;   5.604
 310.500;    915.5;     2.0;   8.743
 342.000;    916.0;     2.0;   6.376
 520.500;    916.0;     2.0;   5.376
 983.000;    916.0;     2.0;   8.014
 467.000;    916.5;     2.0;   5.221
 543.500;    916.5;     2.0;   5.466
 711.000;    916.5;     2.0;   5.289
 461.000;    917.0;     2.0;   5.466
 540.500;    917.0;     2.0;   5.361
 210.500;    917.5;     2.0;   9.042
 304.000;    917.5;     2.0;   5.955
 442.500;    917.5;     2.0;   5.365
 927.500;    917.5;     2.0;   5.107
 934.000;    918.0;     2.0;   5.556
 453.000;    918.5;     2.0;   5.015
 556.500;    918.5;     2.0;   5.155
 300.000;    919.0;     2.0;   6.322
 429.000;    919.0;     2.0;   6.180
 292.500;    920.5;     2.0;   5.701
 939.500;    920.5;     2.0;   5.088
 436.000;    921.5;     2.0;   5.168
 211.000;    922.0;     2.0;   8.565
 303.000;    922.0;     2.0;   5.081
 384.500;    922.0;     2.0;   5.304
 529.000;    922.0;     2.0;   5.233
 552.000;    922.0;     2.0;   5.303
 208.500;    922.5;     2.0;   7.850
 292.000;    924.0;     2.0;   5.179
 641.500;    924.0;     2.0;   5.018
 210.500;    925.0;     2.0;   9.112
 305.500;    925.0;     2.0;   6.734
 928.000;    925.5;     2.0;   5.009
 939.000;    925.5;     2.0;   5.433
 300.000;    926.0;     2.0;   6.213
 611.000;    926.0;     2.0;   5.431
 208.500;    927.5;     2.0;   7.428
 345.000;    928.0;     2.0;   6.484
 766.000;    928.0;     2.0;   5.028
 349.500;    928.5;     2.0;   5.576
 739.000;    929.0;     2.0;   5.802
 211.000;    929.5;     2.0;   8.442
 306.500;    929.5;     2.0;   5.445
 392.000;    929.5;     2.0;   5.671
 403.000;    929.5;     2.0;   6.180
 408.000;    929.5;     2.0;   5.937
 473.000;    929.5;     2.0;   5.836
 496.500;    929.5;     2.0;   5.547
 507.000;    929.5;     2.0;   5.105
 665.000;    929.5;     2.0;   7.727
 678.500;    929.5;     2.0;   7.024
 709.000;    929.5;     2.0;   5.871
 551.500;    930.0;     2.0;   5.132
 557.500;    930.0;     2.0;   5.748
 565.000;    930.0;     2.0;   6.368
 631.000;    930.0;     2.0;   5.398
 652.500;    930.0;     2.0;   6.204
 208.500;    930.5;     2.0;   7.583
 590.500;    930.5;     2.0;   5.959
 344.500;    931.0;     2.0;   7.357
 351.000;    931.0;     2.0;   6.976
 358.500;    931.0;     2.0;   5.816
 939.500;    931.0;     2.0;   5.223
 324.000;    931.5;     2.0;  13.018
 337.000;    931.5;     2.0;  14.231
 306.000;    932.0;     2.0;   5.676
 318.000;    932.0;     2.0;  12.005
 508.000;    932.5;     2.0;   5.913
 514.000;    932.5;     2.0;   5.279
 551.000;    932.5;     2.0;   5.103
 656.500;    932.5;     2.0;   5.151
 663.000;    932.5;     2.0;   5.107
 579.500;    933.0;     2.0;   5.145
 604.000;    933.0;     2.0;   5.135
 211.000;    933.5;     2.0;   8.096
 296.500;    933.5;     2.0;   5.165
 309.000;    934.0;     2.0;   5.157
 326.500;    934.0;     2.0;   6.256
 983.000;    934.0;     2.0;   6.636
 913.500;    935.0;     2.0;   5.238
 208.500;    935.5;     2.0;   7.681
 303.500;    935.5;     2.0;   5.731
 314.500;    936.0;     2.0;   5.754
 211.000;    937.5;     2.0;   8.141
 658.000;    937.5;     2.0;   5.348
 983.000;    937.5;     2.0;   8.181
 652.500;    938.0;     2.0;   5.728
 913.000;    940.0;     2.0;   5.458
 592.500;    940.5;     2.0;   5.811
 597.500;    940.5;     2.0;   5.871
 586.500;    941.0;     2.0;   5.463
 327.000;    941.5;     2.0;   5.006
 337.000;    941.5;     2.0;   5.887
 314.500;    942.5;     2.0;   5.234
 929.500;    942.5;     2.0;   5.095
 933.000;    942.5;     2.0;   5.242
 574.500;    943.5;     2.0;   5.118
 935.500;    944.5;     2.0;   5.700
 955.000;    944.5;     2.0;   5.957
 561.500;    945.5;     2.0;   5.676
 668.000;    946.0;     2.0;   5.086
 707.500;    946.0;     2.0;   5.537
 208.500;    946.5;     2.0;   7.228
 515.500;    947.5;     2.0;   5.591
 983.000;    947.5;     2.0;   8.030
 954.500;    948.0;     2.0;   5.857
 409.500;    948.5;     2.0;   6.205
 419.000;    948.5;     2.0;   5.564
 454.500;    948.5;     2.0;   6.316
 475.000;    948.5;     2.0;   5.838
 479.500;    948.5;     2.0;   6.736
 491.500;    948.5;     2.0;   5.414
 497.000;    948.5;     2.0;   5.828
 539.500;    949.0;     2.0;   5.354
 643.500;    950.0;     2.0;   5.160
 208.000;    951.5;     2.0;   8.129
 983.000;    951.5;     2.0;   8.032
 588.500;    952.0;     2.0;   5.400
 626.000;    952.5;     2.0;   5.481
 942.000;    952.5;     2.0;   6.371
 929.500;    953.0;     2.0;   6.291
 210.500;    953.5;     2.0;   9.230
 607.500;    953.5;     2.0;   5.344
 655.500;    953.5;     2.0;   5.607
 944.500;    953.5;     2.0;   5.008
 643.000;    954.0;     2.0;   5.323
 649.500;    954.5;     2.0;   5.710
 682.500;    957.0;     2.0;   5.289
 631.500;    960.0;     2.0;   5.166
